filename	mean_int	mean_int_bg	int_intensity	area

1005_Ch11.ome.tif	90.07918552036199	32.85668103448276	39815.0	442.0

1051_Ch11.ome.tif	328.61279461279463	40.169646950939935	97598.0	297.0

1057_Ch11.ome.tif	77.87252124645893	33.361814488828706	54978.00000000001	706.0

1063_Ch11.ome.tif	88.14424951267057	34.009016176080614	45218.0	513.0

1064_Ch11.ome.tif	123.75656324582339	35.12469265893923	51854.0	419.0
